term	gene
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	VEGFA
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	RNF223
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	SKI
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	OR4F16
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	MORN1
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	GNB1
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	FNDC10
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	INTS4
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	INTS9
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	SLC35E2B
1P36 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP5345%HOMO SAPIENS	C1orf159
DISORDERS IN KETOLYSIS%WIKIPATHWAYS_20250210%WP5195%HOMO SAPIENS	HMGCS1
DISORDERS IN KETOLYSIS%WIKIPATHWAYS_20250210%WP5195%HOMO SAPIENS	OXCT1
DISORDERS IN KETOLYSIS%WIKIPATHWAYS_20250210%WP5195%HOMO SAPIENS	ACAT2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	HSD11B2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	SRD5A2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	CYP21A2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	CYP11B2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	AKR1C1
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	AKR1D1
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	AKR1C2
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	AKR1C4
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	UGT2B7
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	HSD11B1
MINERALOCORTICOID BIOSYNTHESIS%WIKIPATHWAYS_20250210%WP5279%HOMO SAPIENS	UGT1A10
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	U2AF2
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	OTUB2
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	USP37
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	USP44
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	PGAM1
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	HEL-S-133P
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	OTUD7B
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	SIRT7
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	USP28
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	VEGFA
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	HEL-S-68p
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	G6PC1
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	HIF1A
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	FOXO1
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	MYC
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	USP19
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	MTOR
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	HK2
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	OTUD6B
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	KDR
WARBURG EFFECT MODULATED BY DEUBIQUITINATING ENZYMES AND THEIR SUBSTRATES%WIKIPATHWAYS_20250210%WP5216%HOMO SAPIENS	VHL
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	DKFZp686M02159
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK9
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK8
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	HRAS
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IFI27L2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CD40
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IFI44L
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK14
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IF2F
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK13
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCE1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CAMP
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	JAK1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK11
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IFNAR2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MED1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	KRAS
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCH
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	RSAD2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IFNGR1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CYP27B1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCB
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IFNGR2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCE
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCA
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	TYK2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCB3
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCB4
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	TLR8
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCQ
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCB1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCB2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	DEFB4B
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CAMK2D
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CAMK2A
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	NOD2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	RELB
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	RXRB
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK7
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	RXRA
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PLCG2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CCL2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	RXRG
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CAMK2G
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	MAPK3
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	JUN
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	NR1i1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	STAT1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	STAT2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	NFKB1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	NFKB2
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CYP24A1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	CD40LG
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	SP1
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	SP3
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	IF1AB4
NON GENOMIC ACTIONS OF 1 25 DIHYDROXYVITAMIN D3%WIKIPATHWAYS_20250210%WP4341%HOMO SAPIENS	PRKCZ
EXRNA MECHANISM OF ACTION AND BIOGENESIS%WIKIPATHWAYS_20250210%WP2805%HOMO SAPIENS	DICER1
EXRNA MECHANISM OF ACTION AND BIOGENESIS%WIKIPATHWAYS_20250210%WP2805%HOMO SAPIENS	ERI1
EXRNA MECHANISM OF ACTION AND BIOGENESIS%WIKIPATHWAYS_20250210%WP2805%HOMO SAPIENS	XPO5
EXRNA MECHANISM OF ACTION AND BIOGENESIS%WIKIPATHWAYS_20250210%WP2805%HOMO SAPIENS	AGO2
EXRNA MECHANISM OF ACTION AND BIOGENESIS%WIKIPATHWAYS_20250210%WP2805%HOMO SAPIENS	DGCR8
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	FLNB
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	RPGRIP1L
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	MAPK1
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	INVS
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	MAPK3
NPHP1 DELETION SYNDROME%WIKIPATHWAYS_20250210%WP5399%HOMO SAPIENS	FLNA
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	HSD11B2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	AKR1D1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	AKR1C4
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	IL25
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	INSIG1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	RORC
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP3A4
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP46A1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP7A1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	EBP
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	DBP
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	THEM5
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	LBP
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	SULT2A1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT9
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT8
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT7
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	EPHX2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	NR1H2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT11
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	NR1i2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT12
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT13
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP7B1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	BAAT
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP8B1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	SULT2B1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CYP27A1
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	CH25H
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	NR3A2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	AMACR
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	GPR183
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	IL17F
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	DHCR7
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT6
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	IL17D
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	SLC27A2
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	IL17C
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	ACOT4
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	SLC27A5
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	IL17B
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20250210%WP4545%HOMO SAPIENS	HSD11B1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP8
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	AIFM1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CAPNS1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP6
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	AIFM2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP10
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP3
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP4
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	TNFSF10
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CASP2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BOK
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	MAP3K5
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	DFFB
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	DFFA
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	APAF1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	IL1R2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	FOS
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	PTRH2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	MADD
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BIRC5
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	TNFRSF25
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	PRKD1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	MAPK8
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BIRC2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	NAIP
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BIRC3
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BLK
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BCL2A1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	HTRA2
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	DKFZp686J04131
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BCL2L10
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BCL2L11
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	IRAK1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BAG3
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	PMAIP1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BMF
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	RIPK1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BAK1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	FADD
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	MCL1
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CRADD
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	CDKN2A
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BIK
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BAD
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	BNIP3
APOPTOSIS MODULATION AND SIGNALING%WIKIPATHWAYS_20250210%WP1772%HOMO SAPIENS	TNFRSF10C
